"ID","Name","Discounted Price","Actual Price","Saving","Rating","Reviews","Brand","Core","SSD","Model","Has_GPU","GPU_Family","GPU_Model","GPU_Tier","CPU_Text","CPU_Brand","CPU_Tier","RAM_GB","Storage_GB"
0,"Apple MacBook Air 13 M1 MGN63 (8GB-256GB)",203499,258000,"21% OFF",5,2,"Apple","M1",NA,"MacBook Air 13 M1 MGN63",FALSE,NA,NA,NA,"M1","Apple","Mid",8,256
1,"Apple Macbook Air 13 MW123 M4 Chip",281999,350000,"19% OFF",4.3,5,"Apple","M4",NA,"Macbook Air 13 MW123 M4 Chip",FALSE,NA,NA,NA,"M4","Apple","High",NA,NA
2,"ASUS Zenbook 14 UX3405CA Intel Core Ultra 7 255H (16GB-512GB SSD)",285999,330000,"13% OFF",NA,NA,"Asus","Ultra 7","16GB-512GB SSD","Zenbook 14 UX3405CA Intel Core Ultra 7 255H",FALSE,NA,NA,NA,"Ultra 7","Intel","Upper-Mid",16,16
3,"Lenovo ThinkPad E16 Gen 2 - Intel Core Ultra 7 (16GB-512GB)",287999,340000,"15% OFF",NA,NA,"Lenovo","Ultra 7",NA,"ThinkPad E16 Gen 2 - Intel Core Ultra 7",FALSE,NA,NA,NA,"Ultra 7","Intel","Upper-Mid",16,512
4,"Lenovo IdeaPad Slim 3 Ryzen 7 (8GB-512GB)",146999,175000,"16% OFF",NA,NA,"Lenovo","Ryzen 7",NA,"IdeaPad Slim 3 Ryzen 7",FALSE,NA,NA,NA,"Ryzen 7","AMD",NA,8,512
5,"HP 250 G10 Ci3 N305 (8GB-512GB SSD)",115999,144999,"20% OFF",NA,NA,"Hp",NA,"8GB-512GB SSD","250 G10 Ci3 N305",FALSE,NA,NA,NA,"HP 250 G10 Ci3 N305 (8GB-512GB SSD)","Intel","Entry",8,8
6,"Dell Latitude 3540 Ci5-1335U (8GB-256GB SSD) 15.6 FHD",169999,249999,"32% OFF",5,1,"Dell",NA,"8GB-256GB SSD","Latitude 3540 Ci5-1335U  15.6 FHD",FALSE,NA,NA,NA,"Dell Latitude 3540 Ci5-1335U (8GB-256GB SSD) 15.6 FHD","Intel","Mid",8,8
7,"Dell Latitude 15 5540 15.6 Inches 13th Gen Core i7 DOS (8GB - 512GB)",343999,415000,"17% OFF",NA,NA,"Dell","Core i7",NA,"Latitude 15 5540 15.6 Inches 13th Gen Core i7 DOS",FALSE,NA,NA,NA,"Core i7","Intel","Upper-Mid",8,512
8,"Dell Latitude 15 3540 15.6 Inches 13th Gen Core i7 DOS (8GB - 512GB)",251999,320000,"21% OFF",NA,NA,"Dell","Core i7",NA,"Latitude 15 3540 15.6 Inches 13th Gen Core i7 DOS",FALSE,NA,NA,NA,"Core i7","Intel","Upper-Mid",8,512
9,"Lenovo IdeaPad Slim 3 Core i5 13th Gen",134999,174999,"23% OFF",5,2,"Lenovo","Core i5",NA,"IdeaPad Slim 3 Core i5 13th Gen",FALSE,NA,NA,NA,"Core i5","Intel","Mid",NA,NA
10,"HP Probook 450 G10 Core i5 13th Gen 1335U",179999,2e+05,"10% OFF",3,1,"Hp","Core i5",NA,"Probook 450 G10 Core i5 13th Gen 1335U",FALSE,NA,NA,NA,"Core i5","Intel","Mid",NA,NA
11,"Lenovo ThinkPad E16 G1 14 Inches 13th Gen Core i7 (8GB - 512GB)",277999,3e+05,"7% OFF",NA,NA,"Lenovo","Core i7",NA,"ThinkPad E16 G1 14 Inches 13th Gen Core i7",FALSE,NA,NA,NA,"Core i7","Intel","Upper-Mid",8,512
12,"Lenovo LOQ 15  Inches 13th Gen Core i7 (16GB - 512GB)",324999,380000,"14% OFF",NA,NA,"Lenovo","Core i7",NA,"LOQ 15  Inches 13th Gen Core i7",FALSE,NA,NA,NA,"Core i7","Intel","Upper-Mid",16,512
13,"HP 15s FQ2653TU 11th Gen  Core i7 (8GB-512GB)",160999,180000,"11% OFF",NA,NA,"Hp","Core i7",NA,"15s FQ2653TU 11th Gen  Core i7",FALSE,NA,NA,NA,"Core i7","Intel","Upper-Mid",8,512
14,"HP OMEN 16-WD0073dx Ci7-13620H (16GB - 1TB) RTX-4060-8GB",365999,390000,"6% OFF",NA,NA,"Hp",NA,NA,"OMEN 16-WD0073dx Ci7-13620H  RTX-4060-8GB",TRUE,"RTX",4060,"Upper-Mid","HP OMEN 16-WD0073dx Ci7-13620H (16GB - 1TB) RTX-4060-8GB","Intel","Upper-Mid",16,1024
15,"HP Spectre 16-AA0013dx Ultra 7 155U (16GB 1TB) 16WQXGA",469999,520000,"10% OFF",NA,NA,"Hp","Ultra 7",NA,"Spectre 16-AA0013dx Ultra 7 155U  16WQXGA",FALSE,NA,NA,NA,"Ultra 7","Intel","Upper-Mid",16,1024
16,"HP ProBook 460 G11 Notebook PC | Intel® Core™ Ultra 7 Processor 155U (8GB-512GB)",251999,310000,"19% OFF",NA,NA,"Hp","Ultra 7",NA,"ProBook 460 G11 Notebook PC | Intel® Core™ Ultra 7 Processor 155U",FALSE,NA,NA,NA,"Ultra 7","Intel","Upper-Mid",8,512
17,"HP OMEN 16-AP0167AX R9-8940HX (16GB - 512GB) RTX-5060-8GB",419999,499999,"16% OFF",NA,NA,"Hp",NA,NA,"OMEN 16-AP0167AX R9-8940HX  RTX-5060-8GB",TRUE,"RTX",5060,"High","HP OMEN 16-AP0167AX R9-8940HX (16GB - 512GB) RTX-5060-8GB",NA,NA,16,512
18,"Lenovo ThinkPad E14 Intel Core Ultra 5 (8GB-512GB)",244999,295000,"17% OFF",NA,NA,"Lenovo","Ultra 5",NA,"ThinkPad E14 Intel Core Ultra 5",FALSE,NA,NA,NA,"Ultra 5","Intel","Mid",8,512
19,"HP 15-FD0499NIA Ci5-1334U (8GB 512GB SSD)",143999,180000,"20% OFF",NA,NA,"Hp",NA,"512GB SSD","15-FD0499NIA Ci5-1334U",FALSE,NA,NA,NA,"HP 15-FD0499NIA Ci5-1334U (8GB 512GB SSD)","Intel","Mid",512,512
20,"HP Probook 440 G10 13th Gen Core i5-1335U",187999,250000,"25% OFF",NA,NA,"Hp","Core i5",NA,"Probook 440 G10 13th Gen Core i5-1335U",FALSE,NA,NA,NA,"Core i5","Intel","Mid",NA,NA
21,"HP Envy 16 H1010TX Gen 13th Core i7",411999,450000,"8% OFF",NA,NA,"Hp","Core i7",NA,"Envy 16 H1010TX Gen 13th Core i7",FALSE,NA,NA,NA,"Core i7","Intel","Upper-Mid",NA,NA
22,"Dell Inspiron 14 7440 2 in 1 Intel Core 5 120U",181999,250000,"27% OFF",NA,NA,"Dell",NA,NA,"Inspiron 14 7440 2 in 1 Intel Core 5 120U",FALSE,NA,NA,NA,"Dell Inspiron 14 7440 2 in 1 Intel Core 5 120U","Intel",NA,NA,NA
23,"HP Elitebook 640 G11 Ultra 5 125U",252999,280000,"10% OFF",NA,NA,"Hp","Ultra 5",NA,"Elitebook 640 G11 Ultra 5 125U",FALSE,NA,NA,NA,"Ultra 5","Intel","Mid",NA,NA
24,"HP Spectre 14-EU0000 Ultra 7 (32GB, 2TB SSD) OLED Plus HP PEN",519999,550000,"5% OFF",NA,NA,"Hp","Ultra 7",NA,"Spectre 14-EU0000 Ultra 7  OLED Plus HP PEN",FALSE,NA,NA,NA,"Ultra 7","Intel","Upper-Mid",32,2048
25,"Infinix INBOOK Air (XL442) Core i3 1215U (8GB - 256GB)",119999,129999,"8% OFF",NA,NA,"Infinix","Core i3",NA,"INBOOK Air",FALSE,NA,NA,NA,"Core i3","Intel","Entry",NA,NA
26,"HP 15 FD0361TU Raptor Lake 13th Gen Core i5 1334u",151999,NA,NA,NA,NA,"Hp","Core i5",NA,"15 FD0361TU Raptor Lake 13th Gen Core i5 1334u",FALSE,NA,NA,NA,"Core i5","Intel","Mid",NA,NA
27,"HP Probook 450 G10 Raptor Lake 13th Gen Core i5 1334U 8GB-512GB SSD",179999,199999,"10% OFF",NA,NA,"Hp","Core i5","8GB-512GB SSD","Probook 450 G10 Raptor Lake 13th Gen Core i5 1334U 8GB-512GB SSD",FALSE,NA,NA,NA,"Core i5","Intel","Mid",8,8
28,"Acer Nitro V15 13th Gen Core i7-13620H (16GB-512GB SSD)",260999,289999,"10% OFF",NA,NA,"Acer","Core i7","16GB-512GB SSD","Nitro V15 13th Gen Core i7-13620H",FALSE,NA,NA,NA,"Core i7","Intel","Upper-Mid",16,16
29,"DELL LATTITUDE 5550 14TH GEN Core Ultra 7 155U (8GB-512GB SSD)",359999,379999,"5% OFF",NA,NA,"Dell","Ultra 7","8GB-512GB SSD","LATTITUDE 5550 14TH GEN Core Ultra 7 155U",FALSE,NA,NA,NA,"Ultra 7","Intel","Upper-Mid",8,8
30,"LENOVO THINKPAD E14 G4 13TH GEN Intel Core I7 1355U (8GB-512GB SSD)",267999,280000,"4% OFF",NA,NA,"Lenovo",NA,"8GB-512GB SSD","THINKPAD E14 G4 13TH GEN Intel Core I7 1355U",FALSE,NA,NA,NA,"LENOVO THINKPAD E14 G4 13TH GEN Intel Core I7 1355U (8GB-512GB SSD)","Intel",NA,8,8
31,"Lenovo legion 5 14th core i7 14650hx (16GB-1TB) DOS",431999,450000,"4% OFF",NA,NA,"Lenovo",NA,NA,"legion 5 14th core i7 14650hx  DOS",FALSE,NA,NA,NA,"Lenovo legion 5 14th core i7 14650hx (16GB-1TB) DOS",NA,"Upper-Mid",16,1024
32,"Dell Latitude 3550 Raptor Lake 13th Gen Core i7 1355U (8GB-512GB SSD)",249999,304999,"18% OFF",NA,NA,"Dell","Core i7","8GB-512GB SSD","Latitude 3550 Raptor Lake 13th Gen Core i7 1355U",FALSE,NA,NA,NA,"Core i7","Intel","Upper-Mid",8,8
33,"HP OmniBook 14 FM0013DX Core Ultra 5 226V (16GB-512GB SSD)",215999,270000,"20% OFF",NA,NA,"Hp","M0","16GB-512GB SSD","OmniBook 14 FM0013DX Core Ultra 5 226V",FALSE,NA,NA,NA,"M0",NA,NA,16,16
34,"LENOVO LOQ 15 CI7-14650HX",401999,449000,"10% OFF",NA,NA,"Lenovo",NA,NA,"LOQ 15 CI7-14650HX",FALSE,NA,NA,NA,"LENOVO LOQ 15 CI7-14650HX",NA,NA,NA,NA
35,"HP OmniBook X Flip 14-FM0023DX Core Ultra 7 256V (16GB-1TB SSD)",259999,290000,"10% OFF",NA,NA,"Hp","M0",NA,"OmniBook X Flip 14-FM0023DX Core Ultra 7 256V",FALSE,NA,NA,NA,"M0",NA,NA,16,1024
36,"ASUS TUF GAMING F15-FX507VU Ci7-13620H (16GB-512GB SSD) RTX 4050 6GB",319999,365000,"12% OFF",NA,NA,"Asus",NA,"16GB-512GB SSD","TUF GAMING F15-FX507VU Ci7-13620H  RTX 4050 6GB",TRUE,"RTX",4050,"Mid","ASUS TUF GAMING F15-FX507VU Ci7-13620H (16GB-512GB SSD) RTX 4050 6GB","Intel","Upper-Mid",16,16
37,"Lenovo Legion Pro 7 Ultra 9-275HX (32GB-2TB SSD) RTX 5070Ti 12GB 240Hz",992999,1040000,"5% OFF",NA,NA,"Lenovo","Ultra 9",NA,"Legion Pro 7 Ultra 9-275HX  RTX 5070Ti 12GB 240Hz",TRUE,"RTX",5070,"High","Ultra 9","Intel","High",32,2048
38,"ASUS TUF F16 FX608JMR Ci7 14650HX (32GB-1TB SSD) RTX 5060 8GB",444999,475000,"6% OFF",NA,NA,"Asus",NA,NA,"TUF F16 FX608JMR Ci7 14650HX  RTX 5060 8GB",TRUE,"RTX",5060,"High","ASUS TUF F16 FX608JMR Ci7 14650HX (32GB-1TB SSD) RTX 5060 8GB","Intel","Upper-Mid",32,1024
39,"Lenovo ThinkBook 16 G7 Ryzen 5-7533HS (16GB-512GB SSD)",167999,2e+05,"16% OFF",NA,NA,"Lenovo","Ryzen 5","16GB-512GB SSD","ThinkBook 16 G7 Ryzen 5-7533HS",FALSE,NA,NA,NA,"Ryzen 5","AMD",NA,16,16
40,"Lenovo Legion 5 16IAX10 Core Ultra 9-275HX (32GB-1TB SSD) RTX 5060 8GB",493999,550000,"10% OFF",NA,NA,"Lenovo","Ultra 9",NA,"Legion 5 16IAX10 Core Ultra 9-275HX  RTX 5060 8GB",TRUE,"RTX",5060,"High","Ultra 9","Intel","High",32,1024
41,"HP 15-FD0647TU Ci5-1334U (8GB-512GB SSD)",145999,2e+05,"27% OFF",NA,NA,"Hp",NA,"8GB-512GB SSD","15-FD0647TU Ci5-1334U",FALSE,NA,NA,NA,"HP 15-FD0647TU Ci5-1334U (8GB-512GB SSD)","Intel","Mid",8,8
42,"HP OMNIBOOK ULTRA FLIP 14-FH0033DX ULTRA 9-288V (32GB-2TB SSD)",504999,545000,"7% OFF",NA,NA,"Hp",NA,NA,"OMNIBOOK ULTRA FLIP 14-FH0033DX ULTRA 9-288V",FALSE,NA,NA,NA,"HP OMNIBOOK ULTRA FLIP 14-FH0033DX ULTRA 9-288V (32GB-2TB SSD)",NA,NA,32,2048
43,"HP Laptop EQ2180AU 15.6 Inches AMD Ryzen 5 (8GB RAM - 512GBSSD)",194999,219999,"11% OFF",NA,NA,"Hp","Ryzen 5","512GBSSD","Laptop EQ2180AU 15.6 Inches AMD Ryzen 5",FALSE,NA,NA,NA,"Ryzen 5","AMD",NA,512,512
44,"Lenovo ThinkPad E15 G4 15.6 Inches 12th Gen Core i7 Backlit Keyboard DOS (8GB - 512GB)",242999,299999,"19% OFF",NA,NA,"Lenovo","Core i7",NA,"ThinkPad E15 G4 15.6 Inches 12th Gen Core i7 Backlit Keyboard DOS",FALSE,NA,NA,NA,"Core i7","Intel","Upper-Mid",8,512
45,"HP Probook 450 G9 15.6 Inches 12th Gen Core i7 DOS (8GB - 512GB) Local",194999,299999,"35% OFF",5,1,"Hp","Core i7",NA,"Probook 450 G9 15.6 Inches 12th Gen Core i7 DOS  Local",FALSE,NA,NA,NA,"Core i7","Intel","Upper-Mid",8,512
46,"HP Pavilion X360 14 EK1055TU 14 Inches 13th Gen Core i5 Win 11 Home (8GB - 512GB)",199999,299999,"33% OFF",NA,NA,"Hp","Core i5",NA,"Pavilion X360 14 EK1055TU 14 Inches 13th Gen Core i5 Win 11 Home",FALSE,NA,NA,NA,"Core i5","Intel","Mid",8,512
47,"HP Pavilion 15 EG3002TX 15.6 Inches 13th Gen Core i5 Win 11 (8GB - 512GB)",258999,324999,"20% OFF",NA,NA,"Hp","Core i5",NA,"Pavilion 15 EG3002TX 15.6 Inches 13th Gen Core i5 Win 11",FALSE,NA,NA,NA,"Core i5","Intel","Mid",8,512
48,"HP Envy 16 H1008TX 16 Inches 13th Gen Core i5 Win 11 (16GB - 512GB)",409999,449999,"9% OFF",NA,NA,"Hp","Core i5",NA,"Envy 16 H1008TX 16 Inches 13th Gen Core i5 Win 11",FALSE,NA,NA,NA,"Core i5","Intel","Mid",16,512
49,"Apple Macbook Pro MRX33 M3 Pro 14 (18GB-512GB) Black",554999,6e+05,"8% OFF",NA,NA,"Apple","M3",NA,"Macbook Pro MRX33 M3 Pro 14  Black",FALSE,NA,NA,NA,"M3","Apple","High",18,512
50,"Apple MACBOOK AIR 13.6” M2 CHIP MLY43 8-512GB",354999,4e+05,"11% OFF",NA,NA,"Apple","M2",NA,"MACBOOK AIR 13.6” M2 CHIP MLY43 8-512GB",FALSE,NA,NA,NA,"M2","Apple","Upper-Mid",NA,NA
51,"Lenovo ThinkBook16 - Ci5-1335U (8GB 512GB)",161599,225000,"28% OFF",NA,NA,"Lenovo",NA,NA,"ThinkBook16 - Ci5-1335U",FALSE,NA,NA,NA,"Lenovo ThinkBook16 - Ci5-1335U (8GB 512GB)","Intel","Mid",8,512
52,"HP Spectre 14-EU0008NI Ultra 7 (16GB 1TB) Oled Plus HP PEN",464999,480000,"3% OFF",NA,NA,"Hp","Ultra 7",NA,"Spectre 14-EU0008NI Ultra 7  Oled Plus HP PEN",FALSE,NA,NA,NA,"Ultra 7","Intel","Upper-Mid",16,1024
53,"HP ProBook 440 G10 13th Gen Core i5 14 inches (8GB-512GB)",187999,2e+05,"6% OFF",NA,NA,"Hp","Core i5",NA,"ProBook 440 G10 13th Gen Core i5 14 inches",FALSE,NA,NA,NA,"Core i5","Intel","Mid",8,512
54,"HP ENVY 14-ES1013DX 14th Gen Core 5 120U (8GB-512GB SSD) x360 Touch",169999,2e+05,"15% OFF",5,1,"Hp",NA,"8GB-512GB SSD","ENVY 14-ES1013DX 14th Gen Core 5 120U  x360 Touch",FALSE,NA,NA,NA,"HP ENVY 14-ES1013DX 14th Gen Core 5 120U (8GB-512GB SSD) x360 Touch","Intel",NA,8,8
55,"Lenovo ThinkPad E14 G5 13th Gen Core i7 1355U (8GB-512GB)",285999,310000,"8% OFF",NA,NA,"Lenovo","Core i7",NA,"ThinkPad E14 G5 13th Gen Core i7 1355U",FALSE,NA,NA,NA,"Core i7","Intel","Upper-Mid",8,512
56,"HP Spectre 2-in-1 X360 16-F2013DX 13th Gen Core i7",346999,380000,"9% OFF",NA,NA,"Hp","Core i7",NA,"Spectre 2-in-1 X360 16-F2013DX 13th Gen Core i7",FALSE,NA,NA,NA,"Core i7","Intel","Upper-Mid",NA,NA
57,"Dell Vostro 15 3530 13th Gen Core i5 1334u",142999,180000,"21% OFF",5,1,"Dell","Core i5",NA,"Vostro 15 3530 13th Gen Core i5 1334u",FALSE,NA,NA,NA,"Core i5","Intel","Mid",NA,NA
58,"Lenovo ThinkPad E16 Gen 2 - Intel Core Ultra 5 (8GB-512GB)",243999,275000,"11% OFF",NA,NA,"Lenovo","Ultra 5",NA,"ThinkPad E16 Gen 2 - Intel Core Ultra 5",FALSE,NA,NA,NA,"Ultra 5","Intel","Mid",8,512
59,"Lenovo Thinkpad  T14 13th Gen Core I7 DOS",388999,4e+05,"3% OFF",NA,NA,"Lenovo",NA,NA,"Thinkpad  T14 13th Gen Core I7 DOS",FALSE,NA,NA,NA,"Lenovo Thinkpad  T14 13th Gen Core I7 DOS","Intel",NA,NA,NA
60,"HP Probook 440 G11 Ultra 7 155u",227999,275000,"17% OFF",NA,NA,"Hp","Ultra 7",NA,"Probook 440 G11 Ultra 7 155u",FALSE,NA,NA,NA,"Ultra 7","Intel","Upper-Mid",NA,NA
61,"Infinix INBOOK Y3H Plus (YL513H) Core i5 12450H (16GB - 512GB)",159999,169999,"6% OFF",NA,NA,"Infinix","Core i5",NA,"INBOOK Y3H Plus",FALSE,NA,NA,NA,"Core i5","Intel","Mid",NA,NA
62,"HP VICTUS 15-FB3093DX  R7-7445HS (16GB 512GB) RTX-4050-6GB",244999,288999,"15% OFF",NA,NA,"Hp",NA,NA,"VICTUS 15-FB3093DX  R7-7445HS  RTX-4050-6GB",TRUE,"RTX",4050,"Mid","HP VICTUS 15-FB3093DX  R7-7445HS (16GB 512GB) RTX-4050-6GB",NA,NA,16,512
63,"HP OMNIBOOK 14 FP0023DX Core 7 150U (16GB-512GB)",217999,255000,"15% OFF",NA,NA,"Hp",NA,NA,"OMNIBOOK 14 FP0023DX Core 7 150U",FALSE,NA,NA,NA,"HP OMNIBOOK 14 FP0023DX Core 7 150U (16GB-512GB)","Intel",NA,16,512
64,"Lenovo IdeaPad Slim 5 Ultra 5 125H (16GB-512GB) DOS",199999,224999,"11% OFF",NA,NA,"Lenovo","Ultra 5",NA,"IdeaPad Slim 5 Ultra 5 125H  DOS",FALSE,NA,NA,NA,"Ultra 5","Intel","Mid",16,512
65,"Lenovo IdeaPad Slim 5 Ultra 7 155H (16GB-512GB) DOS",256999,280000,"8% OFF",NA,NA,"Lenovo","Ultra 7",NA,"IdeaPad Slim 5 Ultra 7 155H  DOS",FALSE,NA,NA,NA,"Ultra 7","Intel","Upper-Mid",16,512
66,"Lenovo loq 15 13th Core i7 13650hx (24GB-512GB) DOS",324999,355000,"8% OFF",5,1,"Lenovo","Core i7",NA,"loq 15 13th Core i7 13650hx  DOS",FALSE,NA,NA,NA,"Core i7","Intel","Upper-Mid",24,512
67,"HP Laptop 15-FD0532NIA Intel Core i3-1315U 13th Gen (4GB-256GB)",110999,119000,"7% OFF",5,1,"Hp","Core i3",NA,"Laptop 15-FD0532NIA Intel Core i3-1315U 13th Gen",FALSE,NA,NA,NA,"Core i3","Intel","Entry",4,256
68,"LENOVO LOQ 15 Ci7 13650HX",300999,349000,"14% OFF",NA,NA,"Lenovo",NA,NA,"LOQ 15 Ci7 13650HX",FALSE,NA,NA,NA,"LENOVO LOQ 15 Ci7 13650HX","Intel","Upper-Mid",NA,NA
69,"LENOVO LOQ 15 Core i7 14650HX",376999,424999,"11% OFF",NA,NA,"Lenovo","Core i7",NA,"LOQ 15 Core i7 14650HX",FALSE,NA,NA,NA,"Core i7","Intel","Upper-Mid",NA,NA
70,"HP 15S-FQ5000NIA Ci3-1215U (4GB, 256GB SSD)",101999,149000,"32% OFF",NA,NA,"Hp",NA,"256GB SSD","15S-FQ5000NIA Ci3-1215U",FALSE,NA,NA,NA,"HP 15S-FQ5000NIA Ci3-1215U (4GB, 256GB SSD)","Intel","Entry",256,256
71,"Lenovo Legion 5 Ci7-14650HX (16GB-1TB SSD) RTX 4050 6GB",381999,429999,"11% OFF",NA,NA,"Lenovo",NA,NA,"Legion 5 Ci7-14650HX  RTX 4050 6GB",TRUE,"RTX",4050,"Mid","Lenovo Legion 5 Ci7-14650HX (16GB-1TB SSD) RTX 4050 6GB","Intel","Upper-Mid",16,1024
72,"Lenovo Legion Pro 5 Ultra 9-275HX (32GB-1TB SSD) RTX 5070 8GB",696999,745000,"6% OFF",NA,NA,"Lenovo","Ultra 9",NA,"Legion Pro 5 Ultra 9-275HX  RTX 5070 8GB",TRUE,"RTX",5070,"High","Ultra 9","Intel","High",32,1024
73,"ASUS TUF GAMING F15-FX507VV Ci7-13620H (16GB-512GB SSD) RTX 4060 8GB",359999,4e+05,"10% OFF",NA,NA,"Asus",NA,"16GB-512GB SSD","TUF GAMING F15-FX507VV Ci7-13620H  RTX 4060 8GB",TRUE,"RTX",4060,"Upper-Mid","ASUS TUF GAMING F15-FX507VV Ci7-13620H (16GB-512GB SSD) RTX 4060 8GB","Intel","Upper-Mid",16,16
74,"ASUS TUF GAMING A14 FA-401WU RYZEN AI 9 HX370 (32GB-1TB SSD) RTX 4050 6GB",501999,549000,"9% OFF",NA,NA,"Asus",NA,NA,"TUF GAMING A14 FA-401WU RYZEN AI 9 HX370  RTX 4050 6GB",TRUE,"RTX",4050,"Mid","ASUS TUF GAMING A14 FA-401WU RYZEN AI 9 HX370 (32GB-1TB SSD) RTX 4050 6GB",NA,NA,32,1024
