"ID","Name","Discounted Price","Actual Price","Saving","Rating","Reviews","Brand","Core","SSD","Model","Has_GPU","GPU_Family","GPU_Model","GPU_Tier","CPU_Text","CPU_Brand","CPU_Tier","RAM_GB","Storage_GB"
75,"ASUS EXPERTBOOK B3402FBA Ci5 1235U (8GB-512GB SSD)",169999,230000,"26% OFF",NA,NA,"Asus",NA,"8GB-512GB SSD","EXPERTBOOK B3402FBA Ci5 1235U",FALSE,NA,NA,NA,"ASUS EXPERTBOOK B3402FBA Ci5 1235U (8GB-512GB SSD)","Intel","Mid",8,8
76,"Asus ExpertBook B3402FVA Ci7 1355U (16GB-512GB SSD)",209999,260000,"19% OFF",NA,NA,"Asus",NA,"16GB-512GB SSD","ExpertBook B3402FVA Ci7 1355U",FALSE,NA,NA,NA,"Asus ExpertBook B3402FVA Ci7 1355U (16GB-512GB SSD)","Intel","Upper-Mid",16,16
77,"Lenovo ThinkPad E16 G3 Ultra 7 255H (16GB-512GB SSD)",293999,340000,"14% OFF",NA,NA,"Lenovo","Ultra 7","16GB-512GB SSD","ThinkPad E16 G3 Ultra 7 255H",FALSE,NA,NA,NA,"Ultra 7","Intel","Upper-Mid",16,16
78,"Dell Alienware 16X Aurora AC16251 Ultra 9-275HX (16GB-1TB SSD) RTX 5070 8GB",645999,750000,"14% OFF",NA,NA,"Dell","Ultra 9",NA,"Alienware 16X Aurora AC16251 Ultra 9-275HX  RTX 5070 8GB",TRUE,"RTX",5070,"High","Ultra 9","Intel","High",16,1024
79,"HP 15 FD0647TU 13th Generation Ci5-1334U (8GB-512GB SSD)",139999,170000,"18% OFF",NA,NA,"Hp",NA,"8GB-512GB SSD","15 FD0647TU 13th Generation Ci5-1334U",FALSE,NA,NA,NA,"HP 15 FD0647TU 13th Generation Ci5-1334U (8GB-512GB SSD)","Intel","Mid",8,8
80,"HP OMNIBOOK X FLIP 16-AS0043DX ULTRA 9-288V (32GB-2TB SSD)",403999,445000,"9% OFF",NA,NA,"Hp",NA,NA,"OMNIBOOK X FLIP 16-AS0043DX ULTRA 9-288V",FALSE,NA,NA,NA,"HP OMNIBOOK X FLIP 16-AS0043DX ULTRA 9-288V (32GB-2TB SSD)",NA,NA,32,2048
81,"Lenovo ThinkPad E14 G4 14 Inches 12th Gen Core i7 DOS (8GB - 512GB)",230999,309999,"25% OFF",NA,NA,"Lenovo","Core i7",NA,"ThinkPad E14 G4 14 Inches 12th Gen Core i7 DOS",FALSE,NA,NA,NA,"Core i7","Intel","Upper-Mid",8,512
82,"HP ProBook 450 G9 15.6 Inches 12th Gen Core i5 DOS (8GB - 512GB)",199999,239999,"17% OFF",NA,NA,"Hp","Core i5",NA,"ProBook 450 G9 15.6 Inches 12th Gen Core i5 DOS",FALSE,NA,NA,NA,"Core i5","Intel","Mid",8,512
83,"HP ProBook 450 G9 15.6 Inches 12th Gen Core i5 Backlit Keyboard DOS",179999,210000,"14% OFF",5,1,"Hp","Core i5",NA,"ProBook 450 G9 15.6 Inches 12th Gen Core i5 Backlit Keyboard DOS",FALSE,NA,NA,NA,"Core i5","Intel","Mid",NA,NA
84,"HP ProBook 450 G9 15.6 Inches 12th Gen Core i7 DOS (8GB - 512GB) International",186999,259999,"28% OFF",NA,NA,"Hp","Core i7",NA,"ProBook 450 G9 15.6 Inches 12th Gen Core i7 DOS  International",FALSE,NA,NA,NA,"Core i7","Intel","Upper-Mid",8,512
85,"Lenovo Thinkbook 15 G2 1135G7 15.6 Inches 11th Gen Core i5 DOS (8GB - 1TB)",204999,219999,"7% OFF",NA,NA,"Lenovo","Core i5",NA,"Thinkbook 15 G2 1135G7 15.6 Inches 11th Gen Core i5 DOS",FALSE,NA,NA,NA,"Core i5","Intel","Mid",8,1024
86,"HP 15s FC0100AU 15.6 Inches AMD Ryzen 5 7520U Win 11 (8GB - 512GB)",191999,234999,"18% OFF",NA,NA,"Hp","Ryzen 5",NA,"15s FC0100AU 15.6 Inches AMD Ryzen 5 7520U Win 11",FALSE,NA,NA,NA,"Ryzen 5","AMD",NA,8,512
87,"Lenovo V15 G3-Ci5 12th (8GB 512GB SSD)",132999,199999,"34% OFF",NA,NA,"Lenovo",NA,"512GB SSD","V15 G3-Ci5 12th",FALSE,NA,NA,NA,"Lenovo V15 G3-Ci5 12th (8GB 512GB SSD)","Intel","Mid",512,512
88,"HP 250 G10 Raptor Lake 13th Gen Core i5 (8GB-512GB SSD)",148999,185000,"19% OFF",NA,NA,"Hp","Core i5","8GB-512GB SSD","250 G10 Raptor Lake 13th Gen Core i5",FALSE,NA,NA,NA,"Core i5","Intel","Mid",8,8
89,"HP Probook 450 G10 13th Gen Core i7 (8GB-512GB)",214999,240000,"10% OFF",NA,NA,"Hp","Core i7",NA,"Probook 450 G10 13th Gen Core i7",FALSE,NA,NA,NA,"Core i7","Intel","Upper-Mid",8,512
90,"Lenovo ThinkBook 16 Ci3-1305U (8GB-512GB SSD)",127999,2e+05,"36% OFF",NA,NA,"Lenovo",NA,"8GB-512GB SSD","ThinkBook 16 Ci3-1305U",FALSE,NA,NA,NA,"Lenovo ThinkBook 16 Ci3-1305U (8GB-512GB SSD)","Intel","Entry",8,8
91,"Lenovo ThinkbooK 14 13th Core i5",165488,2e+05,"17% OFF",NA,NA,"Lenovo","Core i5",NA,"ThinkbooK 14 13th Core i5",FALSE,NA,NA,NA,"Core i5","Intel","Mid",NA,NA
92,"Lenovo Thinkbook 14 14th Gen Core 7 8GB/512GB",225999,3e+05,"25% OFF",NA,NA,"Lenovo",NA,NA,"Thinkbook 14 14th Gen Core 7 8GB/512GB",FALSE,NA,NA,NA,"Lenovo Thinkbook 14 14th Gen Core 7 8GB/512GB","Intel",NA,NA,NA
93,"Lenovo V15 G4 Core i5 13th Generation",145999,150000,"3% OFF",NA,NA,"Lenovo","Core i5",NA,"V15 G4 Core i5 13th Generation",FALSE,NA,NA,NA,"Core i5","Intel","Mid",NA,NA
94,"HP EliteBook 640 G10 13th Gen Core i7 14 inches (16GB-512GB)",247999,3e+05,"17% OFF",NA,NA,"Hp","Core i7",NA,"EliteBook 640 G10 13th Gen Core i7 14 inches",FALSE,NA,NA,NA,"Core i7","Intel","Upper-Mid",16,512
95,"Lenovo Ideapad Slim 3 13th Gen Core i7 DOS(16GB-512GB)",168999,2e+05,"16% OFF",NA,NA,"Lenovo","Core i7",NA,"Ideapad Slim 3 13th Gen Core i7 DOS",FALSE,NA,NA,NA,"Core i7","Intel","Upper-Mid",16,512
96,"Lenovo ThinkPad E16 G1 14 Inches 13th Gen Core i5  (8GB - 512GB)",237999,250000,"5% OFF",NA,NA,"Lenovo","Core i5",NA,"ThinkPad E16 G1 14 Inches 13th Gen Core i5",FALSE,NA,NA,NA,"Core i5","Intel","Mid",8,512
97,"Lenovo ThinkPad E16 G1 15.6 Inches 13th Gen Core i5 (8GB - 512GB)",237999,250000,"5% OFF",NA,NA,"Lenovo","Core i5",NA,"ThinkPad E16 G1 15.6 Inches 13th Gen Core i5",FALSE,NA,NA,NA,"Core i5","Intel","Mid",8,512
98,"HP EliteBook 640 G10 13th Gen Core i5 14 inches (8GB-512GB)",199999,230000,"13% OFF",NA,NA,"Hp","Core i5",NA,"EliteBook 640 G10 13th Gen Core i5 14 inches",FALSE,NA,NA,NA,"Core i5","Intel","Mid",8,512
99,"HP ENVY x360 14 ES1023dx 14th Gen Core 7 (16GB-512GB)",233999,250000,"6% OFF",NA,NA,"Hp",NA,NA,"ENVY x360 14 ES1023dx 14th Gen Core 7",FALSE,NA,NA,NA,"HP ENVY x360 14 ES1023dx 14th Gen Core 7 (16GB-512GB)","Intel",NA,16,512
100,"HP Laptop 15-fd0356nia  Core™ i5 DOS (8GB-512GB)",141999,2e+05,"29% OFF",NA,NA,"Hp",NA,NA,"Laptop 15-fd0356nia  Core™ i5 DOS",FALSE,NA,NA,NA,"HP Laptop 15-fd0356nia  Core™ i5 DOS (8GB-512GB)","Intel","Mid",8,512
101,"Lenovo Yoga 7 2 in 1 16 - Intel Core Ultra 7 (16GB-1TB)",261999,370000,"29% OFF",NA,NA,"Lenovo","Ultra 7",NA,"Yoga 7 2 in 1 16 - Intel Core Ultra 7",FALSE,NA,NA,NA,"Ultra 7","Intel","Upper-Mid",16,1024
102,"Dell Latitude 3540 Ci5-1335U (8GB-256GB SSD)",171999,2e+05,"14% OFF",NA,NA,"Dell",NA,"8GB-256GB SSD","Latitude 3540 Ci5-1335U",FALSE,NA,NA,NA,"Dell Latitude 3540 Ci5-1335U (8GB-256GB SSD)","Intel","Mid",8,8
103,"Dell Inspiron 14-7440 CORE7 150U",221999,290000,"23% OFF",NA,NA,"Dell",NA,NA,"Inspiron 14-7440 CORE7 150U",FALSE,NA,NA,NA,"Dell Inspiron 14-7440 CORE7 150U",NA,NA,NA,NA
104,"ASUS EXPERTBOOK B1503CVA Ci7 1355U (16GB-512GB SSD)",181999,2e+05,"9% OFF",NA,NA,"Asus",NA,"16GB-512GB SSD","EXPERTBOOK B1503CVA Ci7 1355U",FALSE,NA,NA,NA,"ASUS EXPERTBOOK B1503CVA Ci7 1355U (16GB-512GB SSD)","Intel","Upper-Mid",16,16
105,"HP PROBOOK 440 G11 Ultra 5 125u",216999,235000,"8% OFF",NA,NA,"Hp","Ultra 5",NA,"PROBOOK 440 G11 Ultra 5 125u",FALSE,NA,NA,NA,"Ultra 5","Intel","Mid",NA,NA
106,"Lenovo ThinkBook 16 Ultra 7 255H (8GB-512GB SSD)",251999,280000,"10% OFF",NA,NA,"Lenovo","Ultra 7","8GB-512GB SSD","ThinkBook 16 Ultra 7 255H",FALSE,NA,NA,NA,"Ultra 7","Intel","Upper-Mid",8,8
107,"HP OMEN 16-AE0073CL Ci7-14650HX (32GB - 1TB) RTX-4060-8GB",433999,460000,"6% OFF",NA,NA,"Hp",NA,NA,"OMEN 16-AE0073CL Ci7-14650HX  RTX-4060-8GB",TRUE,"RTX",4060,"Upper-Mid","HP OMEN 16-AE0073CL Ci7-14650HX (32GB - 1TB) RTX-4060-8GB","Intel","Upper-Mid",32,1024
108,"ASUS ROG STRIX G614J 13TH CI7 13650HX (32GB-1TB SSD)",378999,399999,"5% OFF",NA,NA,"Asus",NA,NA,"ROG STRIX G614J 13TH CI7 13650HX",FALSE,NA,NA,NA,"ASUS ROG STRIX G614J 13TH CI7 13650HX (32GB-1TB SSD)",NA,NA,32,1024
109,"Dell Latitude 5450 14th Gen Core Ultra 7 (8GB-512GB SSD)",327999,369999,"11% OFF",NA,NA,"Dell","Ultra 7","8GB-512GB SSD","Latitude 5450 14th Gen Core Ultra 7",FALSE,NA,NA,NA,"Ultra 7","Intel","Upper-Mid",8,8
110,"DELL LATTITUDE 5550 14TH GEN Core Ultra 5 125U (8GB-512GB SSD)",304999,340000,"10% OFF",NA,NA,"Dell","Ultra 5","8GB-512GB SSD","LATTITUDE 5550 14TH GEN Core Ultra 5 125U",FALSE,NA,NA,NA,"Ultra 5","Intel","Mid",8,8
111,"Lenovo IdeaPad Slim 5 2in1 Core i513420H (16GB-512GB) DOS",221999,250000,"11% OFF",NA,NA,"Lenovo","Core i513420",NA,"IdeaPad Slim 5 2in1 Core i513420H  DOS",FALSE,NA,NA,NA,"Core i513420","Intel","Mid",16,512
112,"HP 15S FC0298AU Notebook AMD Ryzen 5 7430U",133999,140500,"5% OFF",5,1,"Hp","Ryzen 5",NA,"15S FC0298AU Notebook AMD Ryzen 5 7430U",FALSE,NA,NA,NA,"Ryzen 5","AMD",NA,NA,NA
113,"ASUS Zenbook 14 UX3405C Intel Core Ultra 9 285H (32GB-1TB SSD)",389999,499999,"22% OFF",NA,NA,"Asus","Ultra 9",NA,"Zenbook 14 UX3405C Intel Core Ultra 9 285H",FALSE,NA,NA,NA,"Ultra 9","Intel","High",32,1024
114,"HP OMNIBOOK  X Flip 16-AS0023DX Core Ultra 7 256V (16GB 1TB SSD)",259999,290000,"10% OFF",NA,NA,"Hp","Ultra 7",NA,"OMNIBOOK  X Flip 16-AS0023DX Core Ultra 7 256V",FALSE,NA,NA,NA,"Ultra 7","Intel","Upper-Mid",16,1024
115,"LENOVO LEGION PRO 5 Ci9-14900HX (32GB-1TB SSD) RTX 4070 8GB",629999,699999,"10% OFF",NA,NA,"Lenovo",NA,NA,"LEGION PRO 5 Ci9-14900HX  RTX 4070 8GB",TRUE,"RTX",4070,"High","LENOVO LEGION PRO 5 Ci9-14900HX (32GB-1TB SSD) RTX 4070 8GB","Intel","High",32,1024
116,"Lenovo Legion Pro 5 Ultra 7-255HX (32GB-1TB SSD) RTX 5060 8GB",622999,670000,"7% OFF",NA,NA,"Lenovo","Ultra 7",NA,"Legion Pro 5 Ultra 7-255HX  RTX 5060 8GB",TRUE,"RTX",5060,"High","Ultra 7","Intel","Upper-Mid",32,1024
117,"ASUS TUF GAMING F17 FX707VU Ci7-13620H (16GB-512GB SSD) RTX 4050 6GB",327999,375000,"13% OFF",NA,NA,"Asus",NA,"16GB-512GB SSD","TUF GAMING F17 FX707VU Ci7-13620H  RTX 4050 6GB",TRUE,"RTX",4050,"Mid","ASUS TUF GAMING F17 FX707VU Ci7-13620H (16GB-512GB SSD) RTX 4050 6GB","Intel","Upper-Mid",16,16
118,"ACER PREDATOR HELIOS 18 AI Core Ultra 9 275HX (64GB-1TB SSD) RTX 5080 16GB",995999,1050000,"5% OFF",NA,NA,"Acer","Ultra 9",NA,"PREDATOR HELIOS 18 AI Core Ultra 9 275HX  RTX 5080 16GB",TRUE,"RTX",5080,"High","Ultra 9","Intel","High",64,1024
119,"ASUS ROG STRIX G16 G615JMR Ci7 14650HX (16GB-1TB SSD) RTX 5060 8GB",449999,570000,"21% OFF",NA,NA,"Asus",NA,NA,"ROG STRIX G16 G615JMR Ci7 14650HX  RTX 5060 8GB",TRUE,"RTX",5060,"High","ASUS ROG STRIX G16 G615JMR Ci7 14650HX (16GB-1TB SSD) RTX 5060 8GB","Intel","Upper-Mid",16,1024
120,"Asus Expertbook B1403CVA Ci7 13620H (16GB-1TB SSD)",194999,245000,"20% OFF",NA,NA,"Asus",NA,NA,"Expertbook B1403CVA Ci7 13620H",FALSE,NA,NA,NA,"Asus Expertbook B1403CVA Ci7 13620H (16GB-1TB SSD)","Intel","Upper-Mid",16,1024
121,"Lenovo ThinkPad E14 G8 U5-225H (8GB-512GB SSD)",244999,3e+05,"18% OFF",NA,NA,"Lenovo",NA,"8GB-512GB SSD","ThinkPad E14 G8 U5-225H",FALSE,NA,NA,NA,"Lenovo ThinkPad E14 G8 U5-225H (8GB-512GB SSD)",NA,NA,8,8
122,"Lenovo ThinkPad T14 G6 Ultra 7 225U (16GB-512GB SSD)",414999,485000,"14% OFF",NA,NA,"Lenovo","Ultra 7","16GB-512GB SSD","ThinkPad T14 G6 Ultra 7 225U",FALSE,NA,NA,NA,"Ultra 7","Intel","Upper-Mid",16,16
123,"Acer Predator Helios Neo 16 AI PHN16-73-97SP Gaming Notebook (16GB-1TB SSD)",502999,599999,"16% OFF",NA,NA,"Acer",NA,NA,"Predator Helios Neo 16 AI PHN16-73-97SP Gaming Notebook",FALSE,NA,NA,NA,"Acer Predator Helios Neo 16 AI PHN16-73-97SP Gaming Notebook (16GB-1TB SSD)",NA,NA,16,1024
124,"ASUS TUF F16 FX608LM Ultra 9-275HX (32GB-1TB SSD) RTX 5060 8GB",549999,6e+05,"8% OFF",NA,NA,"Asus","Ultra 9",NA,"TUF F16 FX608LM Ultra 9-275HX  RTX 5060 8GB",TRUE,"RTX",5060,"High","Ultra 9","Intel","High",32,1024
125,"Asus VivoBook 15 x1504VA Ci5 1335U (8GB-512GB SSD)",149999,2e+05,"25% OFF",NA,NA,"Asus",NA,"8GB-512GB SSD","VivoBook 15 x1504VA Ci5 1335U",FALSE,NA,NA,NA,"Asus VivoBook 15 x1504VA Ci5 1335U (8GB-512GB SSD)","Intel","Mid",8,8
126,"Lenovo Legion 5 Ci9-14900HX (32GB-1TB SSD) RTX 5070 8GB",599999,650000,"8% OFF",NA,NA,"Lenovo",NA,NA,"Legion 5 Ci9-14900HX  RTX 5070 8GB",TRUE,"RTX",5070,"High","Lenovo Legion 5 Ci9-14900HX (32GB-1TB SSD) RTX 5070 8GB","Intel","High",32,1024
127,"HP Victus 15-FA2787NR Core i7-13620H Gaming Laptop (16GB-512GB SSD) RTX 5060 8GB",351999,380000,"7% OFF",NA,NA,"Hp","Core i7","16GB-512GB SSD","Victus 15-FA2787NR Core i7-13620H Gaming Laptop  RTX 5060 8GB",TRUE,"RTX",5060,"High","Core i7","Intel","Upper-Mid",16,16
128,"HP Victus 15-FA2209TX Ci7 14650HX (16GB-512GB SSD) RTX-4050-6GB",337999,390000,"13% OFF",NA,NA,"Hp",NA,"16GB-512GB SSD","Victus 15-FA2209TX Ci7 14650HX  RTX-4050-6GB",TRUE,"RTX",4050,"Mid","HP Victus 15-FA2209TX Ci7 14650HX (16GB-512GB SSD) RTX-4050-6GB","Intel","Upper-Mid",16,16
129,"Apple Macbook Air 13 MW0W3 M4",286999,299999,"4% OFF",NA,NA,"Apple","M4",NA,"Macbook Air 13 MW0W3 M4",FALSE,NA,NA,NA,"M4","Apple","High",NA,NA
130,"Lenovo Thinkbook 15 G2 15.6 Inches 11th Gen Core i7 DOS (8GB - 256GB)",176999,249999,"29% OFF",NA,NA,"Lenovo","Core i7",NA,"Thinkbook 15 G2 15.6 Inches 11th Gen Core i7 DOS",FALSE,NA,NA,NA,"Core i7","Intel","Upper-Mid",8,256
131,"Lenovo Thinkbook 15 G2 15.6 Inches 11th Gen Core i7 DOS (8GB - 1TB)",202999,254999,"20% OFF",NA,NA,"Lenovo","Core i7",NA,"Thinkbook 15 G2 15.6 Inches 11th Gen Core i7 DOS",FALSE,NA,NA,NA,"Core i7","Intel","Upper-Mid",8,1024
132,"Lenovo ThinkPad X1 Carbon G12 Ultra 7 (32GB-512GB SSD)",549999,609999,"10% OFF",NA,NA,"Lenovo","Ultra 7","32GB-512GB SSD","ThinkPad X1 Carbon G12 Ultra 7",FALSE,NA,NA,NA,"Ultra 7","Intel","Upper-Mid",32,32
133,"HP Pavilion 15 EG3020TX 15.6 Inches 13th Gen Core i7 Win 11 (16GB - 512GB)",339999,369999,"8% OFF",NA,NA,"Hp","Core i7",NA,"Pavilion 15 EG3020TX 15.6 Inches 13th Gen Core i7 Win 11",FALSE,NA,NA,NA,"Core i7","Intel","Upper-Mid",16,512
134,"HP VICTUS 15-FA2093DX Ci7-13620H (16GB-1TB SSD) RTX 5060 8GB",357999,539999,"34% OFF",NA,NA,"Hp",NA,NA,"VICTUS 15-FA2093DX Ci7-13620H  RTX 5060 8GB",TRUE,"RTX",5060,"High","HP VICTUS 15-FA2093DX Ci7-13620H (16GB-1TB SSD) RTX 5060 8GB","Intel","Upper-Mid",16,1024
135,"Lenovo Ideapad Slim 3 13th Gen Core i3 DOS",101999,129999,"22% OFF",NA,NA,"Lenovo","Core i3",NA,"Ideapad Slim 3 13th Gen Core i3 DOS",FALSE,NA,NA,NA,"Core i3","Intel","Entry",NA,NA
136,"ASUS EXPERTBOOK B1503CVA Ci5-1334U (16GB -512GB SSD)",153999,2e+05,"23% OFF",NA,NA,"Asus",NA,"16GB -512GB SSD","EXPERTBOOK B1503CVA Ci5-1334U",FALSE,NA,NA,NA,"ASUS EXPERTBOOK B1503CVA Ci5-1334U (16GB -512GB SSD)","Intel","Mid",16,16
137,"ASUS TUF FX507VV-Ci7-13620H (16GB 1TB) RTX 4060 8GB",356999,4e+05,"11% OFF",NA,NA,"Asus",NA,NA,"TUF FX507VV-Ci7-13620H  RTX 4060 8GB",TRUE,"RTX",4060,"Upper-Mid","ASUS TUF FX507VV-Ci7-13620H (16GB 1TB) RTX 4060 8GB","Intel","Upper-Mid",16,1024
138,"Lenovo Thinkbook 16 14th Core 7 (8GB-512GB SSD)",229999,350000,"34% OFF",NA,NA,"Lenovo",NA,"8GB-512GB SSD","Thinkbook 16 14th Core 7",FALSE,NA,NA,NA,"Lenovo Thinkbook 16 14th Core 7 (8GB-512GB SSD)","Intel",NA,8,8
139,"Lenovo ThinkPad E16 G1 15.6 Inches 13th Gen Core i7 (16GB - 512GB)",254999,3e+05,"15% OFF",NA,NA,"Lenovo","Core i7",NA,"ThinkPad E16 G1 15.6 Inches 13th Gen Core i7",FALSE,NA,NA,NA,"Core i7","Intel","Upper-Mid",16,512
140,"Lenovo ThinkPad E14 G5 13th Gen Core i5 1335u (8GB-512GB)",243999,290000,"16% OFF",NA,NA,"Lenovo","Core i5",NA,"ThinkPad E14 G5 13th Gen Core i5 1335u",FALSE,NA,NA,NA,"Core i5","Intel","Mid",8,512
141,"HP ProBook 460 G11 | Intel® Core™ Ultra 5 (16GB-512GB)",197999,250000,"21% OFF",NA,NA,"Hp","Ultra 5",NA,"ProBook 460 G11 | Intel® Core™ Ultra 5",FALSE,NA,NA,NA,"Ultra 5","Intel","Mid",16,512
142,"HP 15-FD0336TU Ci5-1334U (8GB-512GB SSD)",144999,190000,"24% OFF",NA,NA,"Hp",NA,"8GB-512GB SSD","15-FD0336TU Ci5-1334U",FALSE,NA,NA,NA,"HP 15-FD0336TU Ci5-1334U (8GB-512GB SSD)","Intel","Mid",8,8
143,"Dell Vostro 15 3530 Laptop Core™ i7-1355U (16GB-512GB)",172999,240000,"28% OFF",NA,NA,"Dell",NA,NA,"Vostro 15 3530 Laptop Core™ i7-1355U",FALSE,NA,NA,NA,"Dell Vostro 15 3530 Laptop Core™ i7-1355U (16GB-512GB)","Intel","Upper-Mid",16,512
144,"Lenovo ThinkBook16 Ultra 5 225U (16GB-512GB SSD)",212999,230000,"7% OFF",NA,NA,"Lenovo","Ultra 5","16GB-512GB SSD","ThinkBook16 Ultra 5 225U",FALSE,NA,NA,NA,"Ultra 5","Intel","Mid",16,16
145,"Lenovo Ideapad 5 13th Gen Core I7 DOS",198999,250000,"20% OFF",NA,NA,"Lenovo",NA,NA,"Ideapad 5 13th Gen Core I7 DOS",FALSE,NA,NA,NA,"Lenovo Ideapad 5 13th Gen Core I7 DOS","Intel",NA,NA,NA
146,"Lenovo Thinkbook 15G2 11th Gen Core I7 D0S",181999,2e+05,"9% OFF",NA,NA,"Lenovo",NA,NA,"Thinkbook 15G2 11th Gen Core I7 D0S",FALSE,NA,NA,NA,"Lenovo Thinkbook 15G2 11th Gen Core I7 D0S","Intel",NA,NA,NA
147,"HP Probook 450 G9 12th Gen Core i7 DOS",186999,250000,"25% OFF",NA,NA,"Hp","Core i7",NA,"Probook 450 G9 12th Gen Core i7 DOS",FALSE,NA,NA,NA,"Core i7","Intel","Upper-Mid",NA,NA
148,"HP Probook 440 G10 13th Gen Core i7 DOS",221999,280000,"21% OFF",NA,NA,"Hp","Core i7",NA,"Probook 440 G10 13th Gen Core i7 DOS",FALSE,NA,NA,NA,"Core i7","Intel","Upper-Mid",NA,NA
